금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,적립유형,저축기간(개월),기본금리(%),최고우대금리(%)
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,3.8,3.8
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,3.2,3.2
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,3.9,3.9
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,3.0,3.0
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,24,3.5,3.5
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,3.1,3.1
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,3.0,3.0
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,36,3.5,3.5
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,3.2,3.2
영진저축은행,자유적립예금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,자유적립식,1,1.1,1.1
영진저축은행,자유적립예금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,자유적립식,3,1.2,1.2
영진저축은행,자유적립예금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,자유적립식,6,1.3,1.3
영진저축은행,자유적립예금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,자유적립식,12,1.6,1.6
영진저축은행,자유적립예금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,자유적립식,24,1.65,1.65
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,자유적립식,1,1.2,1.2
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,자유적립식,3,2.5,2.5
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,정액적립식,6,2.4,2.4
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,자유적립식,6,3.0,3.0
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,정액적립식,6,2.1,2.1
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,정액적립식,6,1.6,1.6
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,정액적립식,12,3.8,3.8
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,자유적립식,12,3.2,3.2
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,자유적립식,12,3.5,3.5
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,정액적립식,12,1.6,1.6
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,정액적립식,24,3.8,3.8
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,자유적립식,24,3.0,3.0
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,정액적립식,24,3.7,3.7
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,자유적립식,24,3.6,3.6
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,정액적립식,24,1.7,1.7
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,자유적립식,36,3.0,3.0
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,정액적립식,36,3.7,3.7
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,단리,자유적립식,36,3.6,3.6
영진저축은행,정기적금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,정액적립식,36,1.8,1.8
예가람저축은행,2030 Start정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),복리,정액적립식,6,3.0,3.0
예가람저축은행,2030 Start정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),복리,정액적립식,12,3.8,3.8
예가람저축은행,2030 Start정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),단리,정액적립식,12,3.6,3.6
예가람저축은행,2030 Start정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),복리,정액적립식,12,3.0,3.2
예가람저축은행,2030 Start정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),복리,정액적립식,24,3.8,3.8
예가람저축은행,2030 Start정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),단리,정액적립식,24,3.4,3.4
예가람저축은행,2030 Start정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),복리,정액적립식,24,3.1,3.3
예가람저축은행,2030 Start정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),복리,정액적립식,36,3.8,3.8
예가람저축은행,2030 Start정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),단리,정액적립식,36,3.4,3.4
예가람저축은행,2030 Start정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),복리,정액적립식,36,3.2,3.4
예가람저축은행,Hi 예가람2정기적금(짠테크 특판),"인터넷,스마트폰","* 만기후 1개월 이내 : 가입당시 약정금리 
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,단리,정액적립식,12,7.0,7.0
예가람저축은행,Hi!예가람 e정기적금,"인터넷,스마트폰","* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",비대면가입,제한없음,단리,정액적립식,6,2.2,2.2
예가람저축은행,Hi!예가람 e정기적금,"인터넷,스마트폰","* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",비대면가입,제한없음,복리,자유적립식,6,2.65,2.65
예가람저축은행,Hi!예가람 e정기적금,"인터넷,스마트폰","* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",비대면가입,제한없음,단리,정액적립식,12,3.5,3.5
예가람저축은행,Hi!예가람 e정기적금,"인터넷,스마트폰","* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",비대면가입,제한없음,복리,자유적립식,12,3.0,3.0
예가람저축은행,Hi!예가람 e정기적금,"인터넷,스마트폰","* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",비대면가입,제한없음,단리,정액적립식,24,3.3,3.3
예가람저축은행,Hi!예가람 e정기적금,"인터넷,스마트폰","* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",비대면가입,제한없음,복리,자유적립식,24,2.75,2.75
예가람저축은행,Hi!예가람 e정기적금,"인터넷,스마트폰","* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",비대면가입,제한없음,단리,정액적립식,36,3.0,3.0
예가람저축은행,Hi!예가람 e정기적금,"인터넷,스마트폰","* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",비대면가입,제한없음,복리,자유적립식,36,2.75,2.75
예가람저축은행,예가람 멤버십 정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",*인터넷뱅킹가입*거래기간 1년이상*정기예금 1천만원이상 또는 계약금액 이상예치*현재 정기적금 거래 또는 만기후 신규재가입*현재 여신상품거래 또는 완납,제한없음,단리,정액적립식,12,3.2,3.2
예가람저축은행,예가람 멤버십 정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",*인터넷뱅킹가입*거래기간 1년이상*정기예금 1천만원이상 또는 계약금액 이상예치*현재 정기적금 거래 또는 만기후 신규재가입*현재 여신상품거래 또는 완납,제한없음,단리,정액적립식,24,2.7,2.7
예가람저축은행,예가람 멤버십 정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",*인터넷뱅킹가입*거래기간 1년이상*정기예금 1천만원이상 또는 계약금액 이상예치*현재 정기적금 거래 또는 만기후 신규재가입*현재 여신상품거래 또는 완납,제한없음,단리,정액적립식,36,2.2,2.2
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,단리,정액적립식,6,2.2,2.2
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,복리,정액적립식,6,2.6,2.6
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,복리,정액적립식,6,2.5,2.6
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,단리,정액적립식,12,3.5,3.5
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,복리,정액적립식,12,3.4,3.4
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,복리,정액적립식,12,3.9,6.3
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,단리,정액적립식,12,2.5,2.5
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,단리,정액적립식,24,3.3,3.3
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,복리,정액적립식,24,3.7,3.8
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,단리,정액적립식,24,2.5,2.5
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,단리,정액적립식,36,3.0,3.0
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,복리,정액적립식,36,3.2,3.2
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,복리,정액적립식,36,3.7,3.8
예가람저축은행,정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,단리,정액적립식,36,2.5,2.5
예가람저축은행,정기적금(짠테크 특판),영업점,"* 만기후 1개월 이내 : 가입당시 약정금리 
* 만기후 1개월 초과 : 보통예금금리",없음,제한없음,단리,정액적립식,12,7.0,7.0
예가람저축은행,직장인 Plus정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,복리,정액적립식,6,3.0,3.0
예가람저축은행,직장인 Plus정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,복리,정액적립식,12,3.8,3.8
예가람저축은행,직장인 Plus정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,단리,정액적립식,12,3.7,3.7
예가람저축은행,직장인 Plus정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,단리,정액적립식,12,3.1,3.2
예가람저축은행,직장인 Plus정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,복리,정액적립식,24,3.8,3.8
예가람저축은행,직장인 Plus정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,단리,정액적립식,24,3.5,3.5
예가람저축은행,직장인 Plus정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,단리,정액적립식,24,3.2,3.3
예가람저축은행,직장인 Plus정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,복리,정액적립식,36,3.8,3.8
예가람저축은행,직장인 Plus정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,단리,정액적립식,36,3.5,3.5
예가람저축은행,직장인 Plus정기적금,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,단리,정액적립식,36,3.3,3.4
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,6,2.0,2.0
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,자유적립식,6,2.3,2.3
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,6,1.6,1.6
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,12,3.5,3.5
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,자유적립식,12,2.8,2.8
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,복리,자유적립식,12,3.0,3.0
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,12,1.6,1.6
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,12,3.7,3.7
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,24,3.0,3.0
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,자유적립식,24,2.0,2.0
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,24,1.7,1.7
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,24,3.5,3.5
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,36,3.0,3.0
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,자유적립식,36,2.0,2.0
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,36,1.8,1.8
오성저축은행,플러스 정기적금,영업점,"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,36,3.5,3.5
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,복리,자유적립식,6,3.5,3.5
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,6,2.0,2.0
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,복리,정액적립식,6,1.6,1.6
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,복리,자유적립식,12,3.7,3.7
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,12,3.5,3.5
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,복리,자유적립식,24,3.6,3.6
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,24,3.0,3.0
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,복리,정액적립식,24,3.5,3.5
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,복리,자유적립식,36,3.6,3.6
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,단리,정액적립식,36,3.0,3.0
오성저축은행,플러스 정기적금(비대면),"인터넷,스마트폰","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,제한없음,복리,정액적립식,36,3.5,3.5
오투저축은행,E-정기적금,인터넷,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율",없음,제한없음,단리,정액적립식,6,2.3,2.3
오투저축은행,E-정기적금,인터넷,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율",없음,제한없음,단리,정액적립식,6,2.5,2.5
오투저축은행,E-정기적금,인터넷,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율",없음,제한없음,복리,정액적립식,6,3.5,3.5
오투저축은행,E-정기적금,인터넷,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율",없음,제한없음,단리,정액적립식,12,3.3,3.3
